iata,name,city,country,lat,lon
BOD,Bordeaux–Mérignac Airport,Bordeaux,FR,44.82865,-0.715356
BOG,El Dorado International Airport,Bogota,CO,4.70159,-74.1469
BOH,Bournemouth Airport,Bournemouth,GB,50.780483,-1.839576
BOI,Boise Air Terminal/Gowen Field,Boise,US,43.5644,-116.223
BOJ,Burgas Airport,Burgas,BG,42.569917,27.515173
BOM,Chhatrapati Shivaji Maharaj International Airport,Mumbai,IN,19.088699,72.867897
BON,Flamingo International Airport,Kralendijk,BQ,12.131,-68.268501
BOO,Bodø Airport,Bodø,NO,67.269203,14.3653
BOR,Bokeo International Airport,Ton Phueng,LA,20.323986,100.165392
BOS,General Edward Lawrence Logan International Airport,Boston,US,42.36197,-71.0079
BOT,Bosset Airport,Bosset,PG,-7.237257,141.1063222
BOY,Bobo Dioulasso Airport,Bobo Dioulasso,BF,11.1601,-4.33097
BPE,Qinhuangdao Beidaihe Airport,Qinhuangdao (Changli),CN,39.666384,119.061384
BPL,Bole Alashankou Airport,Bole,CN,44.895461,82.30007
BPN,Sultan Aji Muhammad Sulaiman Sepinggan International Airport,Balikpapan,ID,-1.268342,116.89452
BPS,Porto Seguro International Airport,Porto Seguro,BR,-16.438426,-39.080584
BPT,Jack Brooks Regional Airport,Beaumont/Port Arthur,US,29.9508,-94.020699
BPX,Qamdo Bangda Airport,Bangda,CN,30.553600311279297,97.1082992553711
BPY,Besalampy Airport,Besalampy,MG,-16.74453,44.482484
BQB,Busselton Margaret River Regional Airport,Busselton,AU,-33.687222,115.400278
BQG,Bogorodskoye Airport,Bogorodskoye,RU,52.381041,140.449378
BQJ,Batagay Airport,Batagay,RU,67.648003,134.695007
BQK,Brunswick Golden Isles Airport,Brunswick,US,31.258801,-81.466499
BQL,Boulia Airport,,AU,-22.913299560546875,139.89999389648438
BQN,Rafael Hernández International Airport,Aguadilla,PR,18.4949,-67.129402
BQS,Ignatyevo Airport,Blagoveschensk,RU,50.42539978027344,127.41200256347656
BQT,Brest International Airport,Brest,BY,52.108138,23.89676
BQU,J F Mitchell Airport,Bequia,VC,12.9884,-61.262001
BRA,Dom Ricardo Weberberger Airport,Barreiras,BR,-12.0789,-45.008999
BRB,Barreirinhas National Airport,Barreirinhas,BR,-2.756644,-42.803187
BRC,Teniente Luis Candelaria International Airport,San Carlos de Bariloche,AR,-41.151199,-71.157501
BRD,Brainerd Lakes Regional Airport,Brainerd,US,46.402861,-94.129727
BRE,Bremen Airport,Bremen,DE,53.046786,8.78932
BRI,Bari Karol Wojtyła International Airport,Bari,IT,41.138901,16.760599
BRK,Bourke Airport,,AU,-30.03919982910156,145.95199584960938
BRL,Southeast Iowa Regional Airport,Burlington,US,40.783199310302734,-91.12550354003906
BRM,Jacinto Lara International Airport,Barquisimeto,VE,10.042747,-69.35862
BRN,Bern Airport,Bern,CH,46.912736,7.498819
BRO,Brownsville South Padre Island International Airport,Brownsville,US,25.907238,-97.425235
BRQ,Brno-Tuřany Airport,Brno,CZ,49.151276,16.693972
BRR,Barra Airport,Eoligarry,GB,57.0228,-7.44306
BRS,Bristol Airport,Bristol,GB,51.382326,-2.716453
BRU,Brussels Airport,Zaventem,BE,50.901402,4.48444
BRW,Wiley Post Will Rogers Memorial Airport,Utqiaġvik,US,71.285402,-156.766008
BRX,Maria Montez International Airport,Barahona,DO,18.25149917602539,-71.12039947509766
BSA,Bender Qassim International Airport,Bosaso,SO,11.275235,49.139231
BSB,Presidente Juscelino Kubitschek International Airport,Brasília,BR,-15.869167,-47.920834
BSC,José Celestino Mutis Airport,Bahía Solano,CO,6.20292,-77.3947
BSD,Baoshan Yunrui Airport,Baoshan (Longyang),CN,25.053301,99.168297
BSG,Bata International Airport,Bata,GQ,1.90547,9.80568
BSK,Biskra - Mohamed Khider Airport,Biskra,DZ,34.79318,5.738899
BSL,EuroAirport Basel–Mulhouse–Freiburg,Bâle / Mulhouse,FR,47.60068,7.521117
BSO,Basco Airport,Basco,PH,20.4513,121.980003
BSR,Basra International Airport,Basra,IQ,30.549101,47.662102
BSX,Pathein Airport,Pathein,MM,16.815201,94.7799
BSZ,Manas International Airport,Bishkek,KG,43.061298,74.4776
BTC,Batticaloa International Airport,Batticaloa,LK,7.705073,81.677163
BTH,Hang Nadim International Airport,Batam,ID,1.12103,104.119003
BTI,Barter Island Long Range Radar Station Airport,Barter Island,US,70.134003,-143.582001
BTJ,Sultan Iskandar Muda International Airport,Banda Aceh,ID,5.525087,95.41997
BTK,Bratsk Airport,Bratsk,RU,56.3696,101.701822
BTM,Bert Mooney Airport,Butte,US,45.95479965209961,-112.49700164794922
BTR,Baton Rouge Metropolitan Airport,Baton Rouge,US,30.533199,-91.149597
BTS,M. R. Štefánik Airport,Bratislava,SK,48.1702,17.2127
BTT,Bettles Airport,Bettles,US,66.913902,-151.529007
BTU,Bintulu Airport,Bintulu,MY,3.12385010719,113.019996643
BTV,Patrick Leahy Burlington International Airport,Burlington,US,44.471901,-73.153297
BTW,Bersujud Airport,Batu Licin,ID,-3.41241,115.995003
BUA,Buka Airport,Buka Island,PG,-5.422299,154.672698
BUC,Burketown Airport,,AU,-17.748600006103516,139.53399658203125
BUD,Budapest Liszt Ferenc International Airport,Budapest,HU,47.43018,19.262393
BUF,Buffalo Niagara International Airport,Buffalo,US,42.940498,-78.732201
BUI,Bokondini Airport,Bokondini,ID,-3.68455,138.677437
BUN,Gerardo Tobar López Airport,Buenaventura,CO,3.81963,-76.9898
BUQ,Joshua Mqabuko Nkomo International Airport,Bulawayo,ZW,-20.016284,28.622897
BUR,Bobe Hope / Hollywood Burbank Airport,Burbank,US,34.202834,-118.35805
BUS,Alexander Kartveli Batumi International Airport,Batumi,GE,41.60939,41.600315
BUT,Bathpalathang Airport,Jakar,BT,27.5622,90.7471
BUU,Muara Bungo Airport,Muara Bungo,ID,-1.541635,102.181613
BUX,Bunia Airport,Bunia,CD,1.565743,30.220685
BUZ,Bushehr Airport,Bushehr,IR,28.9447994232,50.8345985413
BVA,Beauvais-Tillé airport,Beauvais,FR,49.454399,2.11278
BVB,Atlas Brasil Cantanhede Airport,Boa Vista,BR,2.845855,-60.690944
BVC,Aristides Pereira International Airport,Rabil,CV,16.136499,-22.888901
BVE,Brive Souillac airport,Brive,FR,45.039722,1.485556
BVG,Berlevåg Airport,Berlevåg,NO,70.871517,29.034097
BVH,Brigadeiro Camarão Airport,Vilhena,BR,-12.6944,-60.098301
BVI,Birdsville Airport,,AU,-25.897499084472656,139.34800720214844
BVJ,Bovanenkovo Airport,Bovanenkovo,RU,70.315278,68.333611
BVS,Breves Airport,Breves,BR,-1.63653,-50.4436
BWA,Gautam Buddha International Airport,Siddharthanagar (Bhairahawa),NP,27.504591,83.414618
BWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,US,39.1754,-76.668297
BWK,Brač Airport,Gornji Humac,HR,43.284454,16.678362
BWN,Brunei International Airport,Bandar Seri Begawan,BN,4.9442,114.928001
BWO,Balakovo Airport,Balakovo,RU,51.858299,47.745602
BWT,Wynyard Airport,Burnie,AU,-40.997039,145.726
BWX,Banyuwangi Airport,"Rogojampi, Banyuwangi",ID,-8.31015,114.3401
BXG,Bendigo Airport,,AU,-36.739399,144.330002
BXH,Balkhash Airport,Balkhash,KZ,46.894246,75.004533
BXR,Bam Airport,Bam,IR,29.0842,58.450001
BXT,LNG Badak Airport,Bontang-Borneo Island,ID,0.121656,117.476558
BXU,Bancasi Airport,Butuan,PH,8.9515,125.4788
BXY,Baikonur Krayniy International Airport,Baikonur,KZ,45.621994,63.210773
BYK,Bouaké Airport,Bouaké,CI,7.7388,-5.07367
BYM,Carlos Manuel de Cespedes Airport,Bayamo,CU,20.3964,-76.621399
BYN,Bayankhongor Airport,Bayankhongor,MN,46.1633,100.704002
BYO,Bonito Airport,Bonito,BR,-21.2473,-56.452399
BYR,Læsø Airport,Læsø,DK,57.277199,11.0001
BYW,Blakely Island Airport,Blakely Island,US,48.579162,-122.823844
BZE,Philip S. W. Goldson International Airport,Belize City,BZ,17.539951,-88.303556
BZG,Ignacy Jan Paderewski Bydgoszcz Airport,Bydgoszcz,PL,53.096802,17.977699
BZI,Balıkesir Airport,Balıkesir,TR,39.619301,27.926001
BZK,Bryansk International Airport,Bryansk,RU,53.214199,34.176399
BZL,Barisal Airport,Barisal,BD,22.801001,90.301201
BZN,Bozeman Yellowstone International Airport,Bozeman,US,45.778853,-111.153711
BZO,Bolzano Airport,Bolzano (BZ),IT,46.459245,11.326125
BZR,Béziers Vias airport,Béziers,FR,43.323502,3.3539
BZV,Maya-Maya International Airport,Brazzaville,CG,-4.2517,15.253
BZX,Bazhong Enyang Airport,Bazhong,CN,31.73842,106.644872
CAB,Cabinda Airport,Cabinda,AO,-5.59839,12.188145
CAC,Coronel Adalberto Mendes da Silva Airport,Cascavel,BR,-25.000323,-53.501208
CAE,Columbia Metropolitan Airport,Columbia,US,33.938172,-81.117499
CAF,Carauari Airport,Carauari,BR,-4.871473,-66.897552
CAG,Cagliari Elmas Airport,Cagliari,IT,39.251499,9.05428
CAH,Cà Mau Airport,Ca Mau City,VN,9.177667,105.177778
CAI,Cairo International Airport,Cairo,EG,30.111534,31.396694
CAJ,Canaima Airport,Canaima,VE,6.231989,-62.85485
CAK,Akron Canton Regional Airport,Akron,US,40.91609954833984,-81.44219970703125
CAL,Campbeltown Airport,Campbeltown,GB,55.437199,-5.68639
CAN,Guangzhou Baiyun International Airport,Guangzhou (Huadu),CN,23.392401,113.299004
CAP,Cap Haitien International Airport,Cap Haitien,HT,19.725547,-72.20071
CAT,Cascais Airport,Cascais,PT,38.724998,-9.35523
CAU,Caruaru Airport,Caruaru,BR,-8.28239,-36.0135
CAW,Bartolomeu Lisandro Airport,Campos dos Goytacazes,BR,-21.698299,-41.301701
CAY,Cayenne – Félix Eboué Airport,Matoury,GF,4.819964,-52.361326
CAZ,Cobar Airport,,AU,-31.538299560546875,145.79400634765625
CBB,Jorge Wilsterman International Airport,Cochabamba,BO,-17.421105,-66.177102
CBH,Béchar Boudghene Ben Ali Lotfi Airport,Béchar,DZ,31.64570045471191,-2.269860029220581
CBO,Cotabato (Awang) Airport,Datu Odin Sinsuat,PH,7.164753,124.209938
CBQ,Margaret Ekpo International Airport,Calabar,NG,4.976019859313965,8.347200393676758
CBR,Canberra Airport,Canberra,AU,-35.3069,149.195007
CBT,Catumbela Airport,Catumbela,AO,-12.4792,13.4869
CCA,Chimore Airport,Chimore,BO,-16.976834,-65.145568
CCC,Jardines Del Rey Airport,Cayo Coco,CU,22.4610004425,-78.32839965820001
CCE,Capital International Airport,New Cairo,EG,30.06465,31.839974
CCF,Carcassonne Salvaza Airport,Carcassonne,FR,43.216,2.30632
CCJ,Calicut International Airport,Calicut,IN,11.135996,75.955152
CCK,Cocos (Keeling) Islands Airport,West Island,CC,-12.192218,96.834103
CCM,Forquilhinha - Criciúma  Airport,Criciúma,BR,-28.725743,-49.424475
CCP,Carriel Sur International Airport,Concepcion,CL,-36.77235,-73.062828
CCR,Buchanan Field,Concord,US,37.9897,-122.056999
CCS,Maiquetía Simón Bolívar International Airport,Maiquetía,VE,10.602214,-66.991174
CCU,Netaji Subhash Chandra Bose International Airport,Kolkata,IN,22.654012,88.44765
CCV,Craig Cove Airport,Craig Cove,VU,-16.264999,167.923996
CCZ,Chub Cay Airport,Chub Cay,BS,25.417101,-77.880898
CDB,Cold Bay Airport,Cold Bay,US,55.207871,-162.725029
CDC,Cedar City Regional Airport,Cedar City,US,37.70100021362305,-113.0989990234375
CDE,Chengde Puning Airport,Chengde,CN,41.1225,118.073889
CDG,Charles de Gaulle International Airport,"Paris (Roissy-en-France, Val-d'Oise)",FR,49.00896,2.554117
CDP,Kadapa Airport,Kadapa,IN,14.513154,78.769183
CDR,Chadron Municipal Airport,Chadron,US,42.837601,-103.095001
CDT,Castellón-Costa Azahar Airport,Castellón de la Plana,ES,40.213889,0.073333
CDV,Merle K (Mudhole) Smith Airport,Cordova,US,60.491798,-145.477997
CEB,Mactan Cebu International Airport,Cebu City/Lapu-Lapu City,PH,10.309261,123.97974
CEC,Jack Mc Namara Field Airport,Crescent City,US,41.778929,-124.236403
CED,Ceduna Airport,,AU,-32.13059997558594,133.7100067138672
CEE,Cherepovets Airport,Cherepovets,RU,59.273601532,38.0158004761
CEI,Mae Fah Luang - Chiang Rai International Airport,Chiang Rai,TH,19.952299,99.882896
CEK,Kurchatov Chelyabinsk International Airport,Chelyabinsk,RU,55.303141,61.504927
CEL,Canela Airport,Canela,BR,-29.370091,-50.831729
CEM,Central Airport,Central,US,65.573815,-144.780707
CEN,Ciudad Obregón International Airport,Ciudad Obregón,MX,27.39259910583496,-109.83300018310548
CEZ,Cortez Municipal Airport,Cortez,US,37.303001,-108.627998
CFB,Cabo Frio Airport,Cabo Frio,BR,-22.921485,-42.071874
CFE,Clermont-Ferrand Auvergne airport,Clermont-Ferrand,FR,45.786701,3.16917
CFG,Jaime Gonzalez Airport,Cienfuegos,CU,22.149999618530273,-80.41419982910156
CFK,Chlef Aboubakr Belkaid International Airport,Chlef,DZ,36.216614,1.341114
CFN,Donegal Airport,Donegal,IE,55.0442008972168,-8.340999603271484
CFR,Caen Carpiquet airport,Caen,FR,49.17678,-0.454883
CFS,Coffs Harbour Airport,Coffs Harbour,AU,-30.320601,153.115997
CFU,Corfu Ioannis Kapodistrias International Airport,Kerkyra (Corfu),GR,39.60145,19.912179
CGB,Várzea Grande–Marechal Rondon International Airport,Cuiabá,BR,-15.6529,-56.116699
CGD,Changde Taohuayuan Airport,Changde (Dingcheng),CN,28.9189,111.639999
CGH,Congonhas–Deputado Freitas Nobre Airport,São Paulo,BR,-23.627657,-46.654601
CGI,Cape Girardeau Regional Airport,Cape Girardeau,US,37.2253,-89.570801
CGK,Soekarno-Hatta International Airport,Jakarta,ID,-6.12557,106.655998
CGM,Camiguin Airport,Mambajao,PH,9.253894,124.709115
CGN,Cologne Bonn Airport,Köln (Cologne),DE,50.865898,7.14274
CGO,Zhengzhou Xinzheng International Airport,Zhengzhou,CN,34.526497,113.849165
CGP,Shah Amanat International Airport,Chattogram (Chittagong),BD,22.249599,91.813301
CGQ,Changchun Longjia International Airport,Changchun,CN,43.996201,125.684998
CGR,Campo Grande Airport,Campo Grande,BR,-20.469998,-54.673988
CGY,Laguindingan International Airport,Laguindingan,PH,8.612203,124.456496
CHA,Chattanooga Metropolitan Airport (Lovell Field),Chattanooga,US,35.035301,-85.203796
CHC,Christchurch International Airport,Christchurch,NZ,-43.489029,172.532065
CHG,Chaoyang Airport,"Shuangta, Chaoyang",CN,41.538101,120.434998
CHH,Chachapoyas Airport,Chachapoyas,PE,-6.201911,-77.856195
CHM,FAP Lieutenant Jaime Andres de Montreuil Morales Airport,Chimbote,PE,-9.14961,-78.523804
CHO,Charlottesville Albemarle Airport,Charlottesville,US,38.13859939575195,-78.4529037475586
CHQ,Chania International Airport,Souda,GR,35.531207,24.150673
CHS,Charleston International Airport,Charleston,US,32.896159,-80.038151
CHT,Inia William Tuuta Memorial Airport,Te One,NZ,-43.81189,-176.46514
CHU,Chuathbaluk Airport,Chuathbaluk,US,61.579102,-159.216003
CHX,Changuinola Captain Manuel Niño International Airport,Changuinola,PA,9.458962,-82.515062
CHY,Choiseul Bay Airport,Choiseul Bay,SB,-6.711944,156.396111
CIA,Ciampino–G. B. Pastine International Airport,Rome,IT,41.798769,12.595331
CID,The Eastern Iowa Airport,Cedar Rapids,US,41.884701,-91.7108
CIF,Chifeng Yulong Airport,Chifeng,CN,42.159723,118.840971
CIH,Changzhi Wangcun Airport,Changzhi,CN,36.247501,113.125999
CIJ,Capitán Aníbal Arab Airport,Cobija,BO,-11.039109,-68.782774
CIK,Chalkyitsik Airport,Chalkyitsik,US,66.644997,-143.740005
CIT,Shymkent International Airport,Shymkent,KZ,42.365021,69.47564
CIU,Chippewa County International Airport,Kincheloe,US,46.242038,-84.462082
CIW,Canouan Airport,Canouan,VC,12.699,-61.3424
CIX,Capitán FAP José A. Quiñones González International Airport,Chiclayo,PE,-6.789223,-79.828254
CIY,Comiso Airport,Comiso,IT,36.99583,14.60889
CJA,Mayor General FAP Armando Revoredo Iglesias Airport,Cajamarca,PE,-7.13918,-78.489403
CJB,Coimbatore International Airport,Coimbatore,IN,11.03,77.043404
CJC,El Loa Airport,Calama,CL,-22.498199,-68.903603
CJJ,Cheongju International Airport/Cheongju Air Base (K-59/G-513),Cheongju,KR,36.71556,127.500289
CJL,Chitral Airport,Chitral,PK,35.886213,71.799922
CJM,Chumphon Airport,Chumphon,TH,10.7112,99.361702
CJN,Nusawiru Airport,Cijulang,ID,-7.719895,108.488995
CJS,Abraham González International Airport,Ciudad Juárez,MX,31.636673,-106.428533
CJU,Jeju International Airport,Jeju City,KR,33.512058,126.492548
CJZ,Pedro Vieira Moreira Airport,Cajazeiras,BR,-6.8827,-38.61583
CKB,North Central West Virginia Airport,Bridgeport,US,39.2966,-80.228104
CKD,Crooked Creek Airport,Crooked Creek,US,61.870315,-158.137636
CKG,Chongqing Jiangbei International Airport,Chongqing,CN,29.712254,106.651895
CKH,Chokurdakh Airport,Chokurdah,RU,70.6231,147.901993
CKS,Carajás Airport,Parauapebas,BR,-6.117841,-50.003372
CKW,Christmas Creek Airport,Christmas Creek Mine,AU,-22.354302,119.642603
CKX,Chicken Airport,Chicken,US,64.066495,-141.951342
CKY,Ahmed Sékou Touré International Airport,Conakry,GN,9.57689,-13.612
CKZ,Çanakkale Airport,Çanakkale,TR,40.1376991272,26.4267997742
CLD,McClellan-Palomar Airport,Carlsbad,US,33.1283,-117.279999
CLE,Cleveland Hopkins International Airport,Cleveland,US,41.411701,-81.8498
CLJ,Avram Iancu Cluj International Airport,Cluj-Napoca,RO,46.786042,23.685733
CLL,Easterwood Field,College Station,US,30.5886,-96.3638
CLO,Alfonso Bonilla Aragon International Airport,Cali,CO,3.542717,-76.381898
CLP,Clarks Point Airport,Clarks Point,US,58.833698,-158.529007
CLQ,Licenciado Miguel de la Madrid International Airport,Colima,MX,19.277,-103.577002
CLT,Charlotte Douglas International Airport,Charlotte,US,35.2140007019043,-80.94309997558594
CLV,Nelson Ribeiro Guimarães Airport,Caldas Novas,BR,-17.725096,-48.606324
CLY,Calvi Sainte Catherine Airport,Calvi,FR,42.530422,8.792984
CMA,Cunnamulla Airport,,AU,-28.030000686645508,145.6219940185547
CMB,Bandaranaike International Colombo Airport,Colombo,LK,7.180759906768799,79.88410186767578
CME,Ciudad del Carmen International Airport,Ciudad del Carmen,MX,18.65369987487793,-91.79900360107422
CMF,Chambéry Aix les Bains airport,Chambéry,FR,45.6381,5.88023
CMG,Corumbá International Airport,Corumbá,BR,-19.01193,-57.672772
CMH,John Glenn Columbus International Airport,Columbus,US,39.998001,-82.891899
CMI,University of Illinois Willard Airport,Savoy,US,40.039819,-88.276249
CMN,Mohammed V International Airport,Casablanca,MA,33.3675,-7.58997
CMU,Chimbu Airport,Kundiawa,PG,-6.024290084838867,144.9709930419922
CMW,Ignacio Agramonte International Airport,Camaguey,CU,21.419909,-77.848039
CMX,Houghton County Memorial Airport,Hancock,US,47.168399810791016,-88.48909759521484
CNB,Coonamble Airport,,AU,-30.980946,148.377833
CNC,Coconut Island Airport,,AU,-10.050139,143.070007
CND,Mihail Kogălniceanu International Airport,Constanța,RO,44.362202,28.4883
CNF,Tancredo Neves International Airport,Belo Horizonte,BR,-19.63571,-43.966928
CNI,Changhai Dachangshandao Airport,Dalian (Changhai),CN,39.266441,122.66696
CNJ,Cloncurry Airport,Cloncurry,AU,-20.6686000824,140.503997803
CNM,Cavern City Air Terminal,Carlsbad,US,32.337501525878906,-104.26300048828124
CNN,Kannur International Airport,Kannur,IN,11.916343,75.544979
CNP,Neerlerit Inaat Airport,Neerlerit Inaat,GL,70.743103,-22.650499
CNQ,Corrientes Airport,Corrientes,AR,-27.4455,-58.7619
CNS,Cairns International Airport,Cairns,AU,-16.878921,145.74948
CNX,Chiang Mai International Airport,Chiang Mai,TH,18.766799926799997,98.962600708
CNY,Canyonlands Regional Airport,Moab,US,38.755001,-109.754997
COD,Yellowstone Regional Airport,Cody,US,44.520199,-109.024002
COK,Cochin International Airport,Kochi,IN,10.151047,76.400838
COL,Coll Airport,Coll Island,GB,56.601898,-6.61778
COO,Cotonou Cadjehoun International Airport,Cotonou,BJ,6.35723,2.38435
COQ,Choibalsan Airport,,MN,48.135381,114.647231
COR,Ingeniero Aeronáutico Ambrosio L.V. Taravella International Airport,Cordoba,AR,-31.312346,-64.208329
COS,City of Colorado Springs Municipal Airport,Colorado Springs,US,38.805801,-104.700996
COU,Columbia Regional Airport,Columbia,US,38.8181,-92.219597
COV,Çukurova International Airport,Tarsus,TR,36.891478,35.071235
CPC,Aviador C. Campos Airport,Chapelco/San Martin de los Andes,AR,-40.075401,-71.137299
CPD,Coober Pedy Airport,Coober Pedy,AU,-29.038312,134.722166
CPE,Ingeniero Alberto Acuña Ongay International Airport,Campeche,MX,19.815969,-90.500125
CPH,Copenhagen Kastrup Airport,Copenhagen,DK,55.617900848389,12.656000137329
CPO,Desierto de Atacama Airport,Copiapo,CL,-27.2611999512,-70.7791976929
CPR,Casper-Natrona County International Airport,Casper,US,42.907381,-106.461609
CPT,Cape Town International Airport,Cape Town,ZA,-33.97403,18.604333
CPV,Presidente João Suassuna Airport,Campina Grande,BR,-7.269662,-35.896057
CPX,Benjamin Rivera Noriega Airport,Culebra,PR,18.312954,-65.303893
CQW,Chongqing Xiannüshan Airport,Wulong,CN,29.465658,107.693664
CRA,Craiova International Airport,Craiova,RO,44.3181,23.888599
CRD,General Enrique Mosconi International Airport,Comodoro Rivadavia,AR,-45.786941,-67.463355
CRI,Colonel Hill Airport,Colonel Hill,BS,22.7456,-74.182404
CRK,Clark International Airport / Clark Air Base,Mabalacat,PH,15.186,120.559998
CRL,Brussels South Charleroi Airport,Charleroi,BE,50.461963,4.459562
CRM,Catarman National Airport,Catarman,PH,12.50161,124.635258
CRP,Corpus Christi International Airport,Corpus Christi,US,27.770399,-97.501198
CRU,Lauriston Airport,Carriacou Island,GD,12.4761,-61.472801
